Date:,6/2/2021,Time:,8:29 AM,Operator:,
Date,Time,Runtime (hr),Iteration,Feed Volume (L),Flush Volume (L),Reject Conductivity (mS.cm),Permeate Conductivity (uS/cm),Feed pH,Reject Flow (L/min),Feed Flow (L/min),Reject Turbidity (NTU),Feed Pressure (psi),Reject Pressure (psi),Permeate Flow (L/min),Feed Temperature (C),Reject Valve Open (%),Feed Pump Power (%),Temperature Valve Open (%),Recirculation Pump Power (%),Total Permeate Produced (L),Water Flux (LMH),Approx. Feed Pump Power Consumption (kW),Approx. Recirc. Pump Power Consumption (kW),Brine Discharge Valve Position,Feed Flush Valve Position,Permeate Transfer Valve State,Acid Pump State,Anti-Scalant Pump State,Salt Pump State,SYSTEM POWER STATE
6/2/2021,8:29:27 AM,0.002585,22.000000,398.707,91.055,16.930,430.321,7.483,1.003,0.023,5.959,-3.574,NaN,0.068,19.505,50.000,0.000,0.000,0.000,0.006,0.564,0.017,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:27 AM,0.002661,23.000000,398.707,91.088,16.930,430.321,7.483,1.035,0.013,5.959,-3.574,NaN,0.068,19.505,50.000,0.000,0.000,0.000,0.006,0.564,0.016,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:27 AM,0.002730,24.000000,398.572,91.068,16.930,429.504,7.483,0.966,0.020,5.953,-3.574,NaN,0.068,19.505,50.000,0.000,0.000,0.000,0.006,0.564,0.015,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:28 AM,0.002793,25.000000,398.368,91.039,16.932,429.504,7.483,1.011,0.034,5.959,-3.574,NaN,0.068,19.505,50.000,0.000,0.000,0.000,0.006,0.564,0.014,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:28 AM,0.002864,26.000000,398.097,91.060,16.930,429.504,7.483,1.015,0.022,5.953,-3.574,NaN,0.068,19.505,50.000,0.000,0.000,0.000,0.006,0.564,0.013,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:28 AM,0.002940,27.000000,398.368,91.076,16.930,429.504,7.483,1.015,0.022,5.947,-3.540,NaN,0.068,19.505,49.991,0.140,0.000,0.000,0.006,0.564,0.012,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:28 AM,0.003007,28.000000,398.300,91.039,16.930,430.321,7.484,1.015,0.025,6.021,-3.540,NaN,0.068,19.505,49.982,0.262,0.000,0.000,0.006,0.564,0.012,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:29 AM,0.003072,29.000000,398.368,91.113,16.932,429.912,7.483,1.019,0.023,6.021,-3.574,NaN,0.068,19.509,49.974,0.383,0.000,0.000,0.006,0.564,0.011,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:29 AM,0.003141,30.000000,398.775,91.051,16.932,429.095,7.484,1.015,0.027,6.021,-3.747,NaN,0.068,19.505,49.966,0.504,0.000,0.000,0.006,0.564,0.010,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:29 AM,0.003216,31.000000,398.707,91.088,16.928,429.912,7.483,1.027,0.010,6.021,-3.678,NaN,0.068,19.509,49.956,0.634,0.000,0.000,0.006,0.564,0.010,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:29 AM,0.003286,32.000000,398.775,91.023,16.860,429.912,7.483,1.023,0.017,6.015,-3.678,NaN,0.068,19.505,49.948,0.756,0.000,0.000,0.006,0.564,0.009,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:30 AM,0.003355,33.000000,398.368,91.047,16.868,429.912,7.484,1.027,0.025,6.027,-3.609,NaN,0.068,19.505,49.939,0.880,0.000,0.000,0.006,0.564,0.009,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:30 AM,0.003424,34.000000,398.300,91.035,16.870,429.912,7.484,1.015,0.025,6.015,-3.505,NaN,0.068,19.505,49.931,1.003,0.000,0.000,0.006,0.564,0.008,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:30 AM,0.003493,35.000000,398.504,91.011,16.868,429.912,7.484,1.023,0.022,5.965,-3.574,NaN,0.068,19.509,49.922,1.126,0.000,0.000,0.006,0.564,0.008,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:30 AM,0.003560,36.000000,398.300,91.031,16.866,429.912,7.484,1.011,0.022,5.959,-3.644,NaN,0.068,19.505,49.914,1.244,0.000,0.000,0.006,0.564,0.008,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:31 AM,0.003627,37.000000,398.843,91.076,16.866,430.321,7.483,1.019,0.023,5.947,-3.540,NaN,0.068,19.501,49.905,1.367,0.000,0.000,0.006,0.564,0.007,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:31 AM,0.003697,38.000000,398.300,91.055,16.864,429.912,7.484,0.978,0.029,5.972,-3.540,NaN,0.068,19.505,49.896,1.491,0.000,0.000,0.006,0.564,0.007,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:31 AM,0.003766,39.000000,398.436,91.060,16.866,429.912,7.484,1.011,0.032,5.959,-3.609,NaN,0.068,19.505,49.888,1.614,0.000,0.000,0.006,0.564,0.007,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:31 AM,0.003841,40.000000,398.504,91.035,16.793,429.912,7.484,1.019,0.023,5.947,-3.574,NaN,0.068,19.509,49.879,1.740,0.000,0.000,0.006,0.564,0.006,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:32 AM,0.003905,41.000000,398.572,91.043,16.789,429.504,7.483,1.019,0.025,5.965,-3.574,NaN,0.068,19.505,49.870,1.860,0.000,0.000,0.006,0.564,0.006,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:32 AM,0.003975,42.000000,398.911,91.055,16.789,429.912,7.484,1.011,0.023,5.953,-3.574,NaN,0.068,19.505,49.862,1.986,0.000,0.000,0.006,0.564,0.005,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:32 AM,0.004051,43.000000,398.775,91.047,16.789,429.912,7.483,1.019,0.022,5.959,-3.540,NaN,0.068,19.496,49.853,2.113,0.000,0.000,0.012,0.564,0.005,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:32 AM,0.004118,44.000000,398.639,91.043,16.791,430.321,7.483,1.019,0.023,5.965,-3.574,NaN,0.068,19.505,49.844,2.235,0.000,0.000,0.012,0.564,0.005,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:33 AM,0.004189,45.000000,399.250,91.076,16.791,429.095,7.484,1.019,0.023,5.953,-3.678,NaN,0.068,19.505,49.835,2.360,0.000,0.000,0.012,0.564,0.005,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:33 AM,0.004253,46.000000,398.911,91.080,16.787,429.912,7.483,1.011,0.025,5.953,-3.644,NaN,0.068,19.501,49.827,2.477,0.000,0.000,0.012,0.564,0.004,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:33 AM,0.004320,47.000000,398.911,91.015,16.791,430.321,7.484,1.019,0.022,5.947,-3.574,NaN,0.068,19.501,49.819,2.599,0.000,0.000,0.012,0.564,0.004,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:33 AM,0.004397,48.000000,398.843,91.043,16.791,430.321,7.484,1.015,0.025,5.965,-3.747,NaN,0.068,19.501,49.810,2.729,0.000,0.000,0.012,0.564,0.004,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:34 AM,0.004460,49.000000,398.707,91.060,16.791,430.729,7.484,1.019,0.023,5.965,-3.609,NaN,0.068,19.501,49.801,2.846,0.000,0.000,0.012,0.564,0.004,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:34 AM,0.004531,50.000000,398.504,91.047,16.793,429.912,7.484,1.015,0.022,5.953,-3.574,NaN,0.068,19.501,49.793,2.972,0.000,0.000,0.012,0.564,0.004,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:34 AM,0.004601,51.000000,398.775,91.129,16.787,430.729,7.483,1.011,0.025,5.965,-3.609,NaN,0.068,19.505,49.784,3.094,0.000,0.000,0.012,0.564,0.004,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:34 AM,0.004674,52.000000,399.046,91.117,16.721,430.729,7.483,1.023,0.022,5.953,-3.609,NaN,0.068,19.501,49.775,3.221,0.000,0.000,0.012,0.564,0.003,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:35 AM,0.004738,53.000000,398.504,91.092,16.719,430.321,7.483,1.019,0.025,5.959,-3.644,NaN,0.068,19.501,49.767,3.338,0.000,0.000,0.012,0.564,0.003,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:35 AM,0.004808,54.000000,398.368,91.027,16.721,429.912,7.483,1.019,0.029,5.953,-3.609,NaN,0.068,19.501,49.758,3.462,0.000,0.000,0.012,0.564,0.003,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:35 AM,0.004878,55.000000,398.504,90.998,16.715,429.912,7.483,1.011,0.022,5.965,-3.574,NaN,0.068,19.505,49.749,3.586,0.000,0.000,0.012,0.564,0.003,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:35 AM,0.004953,56.000000,398.911,91.031,16.715,430.321,7.484,1.011,0.023,5.953,-3.644,NaN,0.068,19.505,49.740,3.715,0.000,0.000,0.012,0.564,0.003,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:36 AM,0.005015,57.000000,398.775,91.080,16.715,429.912,7.484,1.015,0.023,5.959,-3.644,NaN,0.068,19.501,49.732,3.833,0.000,0.000,0.012,0.564,0.003,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:36 AM,0.005087,58.000000,398.843,91.043,16.713,430.729,7.483,1.015,0.022,5.953,-3.747,NaN,0.068,19.501,49.723,3.956,0.000,0.000,0.012,0.564,0.002,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:36 AM,0.005155,59.000000,398.572,91.080,16.715,429.912,7.483,1.027,0.018,5.959,-3.644,NaN,0.068,19.501,49.715,4.079,0.000,0.000,0.012,0.564,0.002,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:36 AM,0.005230,60.000000,399.114,91.031,16.713,430.321,7.483,1.003,0.020,5.972,-3.678,NaN,0.068,19.496,49.706,4.207,0.000,0.000,0.012,0.564,0.002,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:37 AM,0.005294,61.000000,398.775,91.043,16.713,430.321,7.483,1.019,0.027,5.965,-3.644,NaN,0.068,19.501,49.698,4.325,0.000,0.000,0.012,0.564,0.002,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:37 AM,0.005368,62.000000,398.911,91.031,16.713,430.321,7.484,1.019,0.029,5.947,-3.713,NaN,0.068,19.501,49.689,4.451,0.000,0.000,0.012,0.564,0.002,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:37 AM,0.005438,63.000000,398.843,91.055,16.713,429.912,7.483,1.015,0.025,5.953,-3.574,NaN,0.068,19.496,49.680,4.580,0.000,0.000,0.012,0.564,0.002,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:37 AM,0.005502,64.000000,398.843,91.047,16.717,430.321,7.483,1.015,0.022,5.947,-3.470,NaN,0.068,19.501,49.672,4.696,0.000,0.000,0.018,0.564,0.002,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:38 AM,0.005578,65.000000,398.572,91.023,16.713,429.912,7.484,1.015,0.023,5.959,-3.782,NaN,0.068,19.501,49.663,4.823,0.000,0.000,0.018,0.564,0.001,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:38 AM,0.005641,66.000000,398.911,91.023,16.713,429.912,7.483,1.015,0.022,5.953,-3.678,NaN,0.068,19.501,49.654,4.823,0.000,0.000,0.018,0.564,0.001,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:38 AM,0.005715,67.000000,398.707,91.064,16.715,429.504,7.483,0.986,0.025,5.959,-3.678,NaN,0.068,19.501,49.646,65.000,0.000,0.000,0.018,0.564,0.001,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:38 AM,0.005780,68.000000,399.250,91.088,16.715,430.729,7.483,1.019,0.027,5.959,-3.644,NaN,0.068,19.501,49.637,65.000,0.000,0.000,0.018,0.564,0.001,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:39 AM,0.005855,69.000000,399.521,90.322,16.713,429.504,7.484,1.019,0.141,5.959,-0.837,NaN,0.068,19.496,49.628,65.000,0.000,0.000,0.018,0.564,0.660,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:39 AM,0.005919,70.000000,398.504,91.304,16.710,430.321,7.483,1.011,1.017,5.965,-0.110,NaN,0.068,19.496,49.621,65.000,0.000,0.000,0.018,0.564,0.462,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:39 AM,0.005995,71.000000,399.318,91.096,16.710,430.321,7.483,1.293,1.554,5.965,0.756,NaN,0.068,19.496,49.614,65.000,0.000,0.000,0.018,0.564,0.413,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:39 AM,0.006063,72.000000,399.250,90.998,16.650,429.912,7.483,2.111,1.809,5.953,2.870,NaN,0.068,19.496,49.609,65.000,0.000,0.000,0.018,0.564,0.402,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:40 AM,0.006128,73.000000,398.911,91.108,16.648,429.504,7.483,2.585,1.966,5.953,2.973,NaN,0.068,19.501,49.603,65.000,0.000,0.000,0.018,0.564,0.400,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:40 AM,0.006195,74.000000,398.911,90.937,16.650,429.504,7.484,2.757,2.003,5.959,2.454,NaN,0.068,19.501,49.598,65.000,0.000,0.000,0.018,0.564,0.400,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:40 AM,0.006266,75.000000,398.775,91.153,16.652,429.504,7.483,2.924,2.041,5.959,3.736,NaN,0.068,19.501,49.593,65.000,0.000,0.000,0.018,0.564,0.401,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:40 AM,0.006342,76.000000,398.843,90.966,16.652,430.321,7.483,3.018,2.065,5.898,2.003,NaN,0.068,19.496,49.588,65.000,0.000,0.000,0.018,0.564,0.402,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:41 AM,0.006406,77.000000,399.454,91.084,16.652,431.138,7.484,2.990,2.036,5.898,2.523,NaN,0.068,19.501,49.583,65.000,0.000,0.000,0.018,0.564,0.402,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:41 AM,0.006475,78.000000,399.521,91.055,16.652,430.321,7.483,2.957,2.053,5.910,4.082,NaN,0.068,19.496,49.578,65.000,0.000,0.000,0.018,0.564,0.403,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:41 AM,0.006546,79.000000,398.775,91.133,16.652,429.504,7.483,3.010,2.048,5.898,3.978,NaN,0.068,19.501,49.572,65.000,0.000,0.000,0.018,0.564,0.403,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:41 AM,0.006619,80.000000,398.707,91.076,16.586,429.504,7.484,3.014,2.060,5.904,3.632,NaN,0.068,19.501,49.567,65.000,0.000,0.000,0.018,0.564,0.402,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:42 AM,0.006683,81.000000,398.843,91.210,16.588,430.321,7.483,3.039,2.056,5.879,4.325,NaN,0.068,19.501,49.562,65.000,0.000,0.000,0.018,0.564,0.402,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:42 AM,0.006752,82.000000,398.707,91.137,16.586,430.321,7.484,3.055,2.024,5.904,3.528,NaN,0.068,19.505,49.557,65.000,0.000,0.000,0.018,0.564,0.401,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:42 AM,0.006828,83.000000,398.707,91.092,16.590,429.912,7.483,3.092,2.110,5.953,2.973,NaN,0.068,19.501,49.552,65.000,0.000,0.000,0.018,0.564,0.402,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:42 AM,0.006891,84.000000,399.114,90.941,16.588,430.321,7.483,3.027,2.076,5.965,2.315,NaN,0.068,19.505,49.547,65.000,0.000,0.000,0.018,0.564,0.401,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:43 AM,0.006961,85.000000,399.114,90.998,16.522,430.321,7.483,3.092,2.075,5.892,2.073,NaN,0.068,19.501,49.542,65.000,0.000,0.000,0.018,0.564,0.401,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:43 AM,0.007037,86.000000,398.639,91.137,16.524,429.912,7.484,3.080,2.071,5.904,2.973,NaN,0.068,19.501,49.537,65.000,0.000,0.000,0.024,0.564,0.402,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:43 AM,0.007107,87.000000,398.639,91.113,16.522,429.912,7.484,3.051,2.043,5.904,3.874,NaN,0.068,19.505,49.531,65.000,0.000,0.931,0.024,0.564,0.403,0.053,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:43 AM,0.007176,88.000000,399.046,91.027,16.522,429.912,7.483,3.080,2.098,5.916,3.805,NaN,0.068,19.501,49.531,65.000,0.000,2.873,0.024,0.564,0.403,0.052,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:44 AM,0.007247,89.000000,398.639,91.076,16.621,442.985,7.492,2.933,2.192,6.796,23.413,NaN,0.068,19.475,49.698,65.000,0.000,4.904,0.024,0.564,0.401,0.057,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/2/2021,8:29:44 AM,0.007316,90.000000,399.046,91.043,16.603,440.942,7.492,3.660,2.164,6.741,23.864,NaN,0.068,19.475,49.698,65.000,0.000,6.813,0.024,0.564,0.401,0.076,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
