Date:,6/1/2021,Time:,1:42 PM,Operator:,
Date,Time,Runtime (hr),Iteration,Feed Volume (L),Flush Volume (L),Reject Conductivity (mS.cm),Permeate Conductivity (uS/cm),Feed pH,Reject Flow (L/min),Feed Flow (L/min),Reject Turbidity (NTU),Feed Pressure (psi),Reject Pressure (psi),Permeate Flow (L/min),Feed Temperature (C),Reject Valve Open (%),Feed Pump Power (%),Temperature Valve Open (%),Recirculation Pump Power (%),Total Permeate Produced (L),Water Flux (LMH),Approx. Feed Pump Power Consumption (kW),Approx. Recirc. Pump Power Consumption (kW),Brine Discharge Valve Position,Feed Flush Valve Position,Permeate Transfer Valve State,Acid Pump State,Anti-Scalant Pump State,Salt Pump State,SYSTEM POWER STATE
6/1/2021,1:42:53 PM,0.002276,16.000000,295.509,91.316,12.827,489.149,7.137,1.019,0.029,5.725,-1.669,NaN,0.068,20.027,50.000,0.000,0.098,0.000,0.000,0.514,0.024,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:53 PM,0.002411,17.000000,295.984,91.341,12.825,490.375,7.138,1.039,0.022,5.738,-3.574,NaN,0.068,20.031,50.000,0.000,0.108,0.000,0.000,0.514,0.021,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:54 PM,0.002479,18.000000,295.306,91.320,12.827,491.192,7.138,1.031,0.022,5.725,-3.713,NaN,0.068,20.031,50.000,0.000,0.114,0.000,0.006,0.514,0.018,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:54 PM,0.002552,19.000000,295.577,91.288,12.831,490.375,7.138,1.031,0.020,5.732,-3.540,NaN,0.068,20.031,50.000,0.000,0.120,0.000,0.006,0.514,0.017,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:54 PM,0.002683,20.000000,295.509,91.345,12.825,491.192,7.138,1.035,0.027,5.738,-3.540,NaN,0.068,20.027,50.000,0.000,0.130,0.000,0.006,0.514,0.016,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:55 PM,0.002756,21.000000,295.645,91.300,12.827,490.375,7.138,1.027,0.020,5.732,-3.678,NaN,0.068,20.031,50.000,0.000,0.135,0.000,0.006,0.514,0.014,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:55 PM,0.002829,22.000000,295.170,91.292,12.827,491.192,7.138,1.031,0.029,5.732,-3.678,NaN,0.068,20.031,50.000,0.000,0.140,0.000,0.006,0.514,0.013,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:55 PM,0.002964,23.000000,295.509,91.337,12.825,490.375,7.138,1.027,0.025,5.725,-3.644,NaN,0.068,20.027,49.983,0.214,0.151,0.000,0.006,0.514,0.012,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:56 PM,0.003031,24.000000,295.577,91.288,12.825,489.966,7.138,1.019,0.032,5.732,-3.540,NaN,0.068,20.031,49.974,0.311,0.156,0.000,0.006,0.514,0.011,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:56 PM,0.003100,25.000000,296.323,91.300,12.827,490.783,7.138,1.011,0.034,5.732,-3.505,NaN,0.068,20.031,49.966,0.407,0.161,0.000,0.006,0.514,0.010,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:56 PM,0.003174,26.000000,295.645,91.304,12.831,490.783,7.138,1.035,0.023,5.732,-3.644,NaN,0.068,20.031,49.957,0.509,0.167,0.000,0.006,0.514,0.010,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:56 PM,0.003244,27.000000,295.373,91.316,12.827,490.783,7.138,1.031,0.037,5.732,-3.609,NaN,0.068,20.027,49.948,0.606,0.172,0.000,0.006,0.514,0.009,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:57 PM,0.003309,28.000000,295.645,91.316,12.829,490.375,7.138,1.023,0.030,5.738,-3.574,NaN,0.068,20.031,49.940,0.698,0.177,0.000,0.006,0.514,0.009,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:57 PM,0.003379,29.000000,295.645,91.345,12.829,490.783,7.139,1.031,0.029,5.738,-3.540,NaN,0.068,20.027,49.931,0.795,0.182,0.000,0.006,0.514,0.008,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:57 PM,0.003447,30.000000,295.916,91.337,12.829,490.783,7.138,1.023,0.027,5.732,-3.540,NaN,0.068,20.031,49.922,0.892,0.187,0.000,0.006,0.514,0.008,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:57 PM,0.003520,31.000000,295.984,91.345,12.831,490.375,7.138,1.015,0.027,5.732,-3.574,NaN,0.068,20.031,49.914,0.992,0.193,0.000,0.006,0.514,0.008,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:58 PM,0.003587,32.000000,295.848,91.324,12.829,490.375,7.138,1.031,0.025,5.732,-3.505,NaN,0.068,20.036,49.905,1.085,0.199,0.000,0.006,0.514,0.007,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:58 PM,0.003656,33.000000,295.984,91.320,12.831,489.966,7.138,1.023,0.032,5.732,-3.574,NaN,0.068,20.031,49.896,1.184,0.205,0.000,0.006,0.514,0.007,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:58 PM,0.003724,34.000000,295.102,91.353,12.831,490.783,7.138,1.027,0.029,5.732,-3.574,NaN,0.068,20.027,49.888,1.279,0.210,0.000,0.006,0.514,0.006,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:58 PM,0.003794,35.000000,295.713,91.308,12.829,488.332,7.138,1.039,0.029,5.732,-3.574,NaN,0.068,20.031,49.879,1.376,0.215,0.000,0.006,0.514,0.006,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:59 PM,0.003865,36.000000,296.188,91.333,12.829,489.966,7.138,1.031,0.027,5.725,-3.609,NaN,0.068,20.031,49.871,1.473,0.221,0.000,0.006,0.514,0.006,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:59 PM,0.003934,37.000000,296.120,91.328,12.831,491.600,7.138,1.027,0.030,5.732,-3.470,NaN,0.068,20.036,49.862,1.570,0.226,0.000,0.006,0.514,0.005,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:59 PM,0.004010,38.000000,295.848,91.328,12.829,491.192,7.137,1.031,0.034,5.725,-3.574,NaN,0.068,20.031,49.853,1.671,0.233,0.000,0.012,0.514,0.005,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:42:59 PM,0.004074,39.000000,295.509,91.308,12.829,490.375,7.138,1.015,0.025,5.732,-3.505,NaN,0.068,20.031,49.845,1.763,0.238,0.000,0.012,0.514,0.005,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:00 PM,0.004146,40.000000,295.848,91.300,12.829,490.375,7.138,1.031,0.027,5.738,-3.574,NaN,0.068,20.031,49.836,1.863,0.244,0.000,0.012,0.514,0.005,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:00 PM,0.004213,41.000000,295.509,91.333,12.829,491.192,7.138,1.035,0.029,5.738,-3.540,NaN,0.068,20.031,49.827,1.958,0.249,0.000,0.012,0.514,0.005,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:00 PM,0.004288,42.000000,295.373,91.328,12.831,490.783,7.138,1.035,0.029,5.738,-3.574,NaN,0.068,20.031,49.818,2.059,0.255,0.000,0.012,0.514,0.004,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:00 PM,0.004356,43.000000,295.780,91.292,12.831,491.192,7.139,1.031,0.029,5.738,-3.644,NaN,0.068,20.027,49.810,2.155,0.260,0.000,0.012,0.514,0.004,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:01 PM,0.004421,44.000000,295.780,91.284,12.831,490.375,7.138,1.031,0.025,5.725,-3.540,NaN,0.068,20.036,49.802,2.248,0.265,0.000,0.012,0.514,0.004,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:01 PM,0.004490,45.000000,295.373,91.308,12.831,491.600,7.138,1.052,0.012,5.738,-3.540,NaN,0.068,20.031,49.793,2.345,0.271,0.000,0.012,0.514,0.004,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:01 PM,0.004560,46.000000,295.848,91.308,12.829,490.375,7.137,1.031,0.030,5.725,-3.644,NaN,0.068,20.031,49.784,2.443,0.277,0.000,0.012,0.514,0.003,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:01 PM,0.004630,47.000000,295.984,91.333,12.831,490.375,7.138,1.027,0.029,5.725,-3.609,NaN,0.068,20.031,49.776,2.541,0.282,0.000,0.012,0.514,0.003,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:02 PM,0.004703,48.000000,296.052,91.324,12.827,490.375,7.138,1.031,0.029,5.732,-3.540,NaN,0.068,20.027,49.767,2.639,0.287,0.000,0.012,0.514,0.003,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:02 PM,0.004767,49.000000,296.120,91.324,12.827,490.783,7.138,1.031,0.030,5.725,-3.609,NaN,0.068,20.027,49.758,2.732,0.292,0.000,0.012,0.514,0.003,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:02 PM,0.004843,50.000000,293.202,91.251,12.829,488.332,7.138,1.068,0.057,5.732,-3.644,NaN,0.068,20.031,49.749,2.833,0.297,0.000,0.012,0.514,0.003,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:02 PM,0.004909,51.000000,295.916,91.333,12.829,489.558,7.138,1.027,0.030,5.732,-3.470,NaN,0.068,20.031,49.741,2.928,0.303,0.000,0.012,0.514,0.002,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:03 PM,0.004977,52.000000,295.645,91.288,12.831,491.192,7.147,1.056,0.013,5.732,-3.470,NaN,0.068,20.027,49.732,3.024,0.308,0.000,0.012,0.514,0.002,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:03 PM,0.005045,53.000000,295.848,91.288,12.829,490.375,7.151,1.027,0.027,5.732,-3.574,NaN,0.068,20.031,49.724,3.119,0.313,0.000,0.012,0.514,0.002,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:03 PM,0.005123,54.000000,296.188,91.312,12.829,490.375,7.152,1.027,0.029,5.738,-3.540,NaN,0.068,20.031,49.715,3.222,0.319,0.000,0.012,0.514,0.002,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:03 PM,0.005187,55.000000,295.713,91.381,12.827,491.192,7.152,1.023,0.023,5.732,-3.540,NaN,0.068,20.031,49.706,3.319,0.324,0.000,0.012,0.514,0.002,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:04 PM,0.005258,56.000000,296.188,91.353,12.827,490.375,7.153,1.035,0.030,5.738,-3.747,NaN,0.068,20.031,49.698,3.414,0.330,0.000,0.012,0.514,0.001,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:04 PM,0.005323,57.000000,296.255,91.292,12.827,489.966,7.152,1.027,0.032,5.725,-3.678,NaN,0.068,20.031,49.689,3.507,0.335,0.000,0.012,0.514,0.002,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:04 PM,0.005397,58.000000,295.441,91.316,12.831,490.783,7.153,0.978,0.034,5.775,-3.574,NaN,0.068,20.027,49.680,3.608,0.340,0.000,0.012,0.514,0.002,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:04 PM,0.005462,59.000000,295.984,91.300,12.829,490.375,7.148,0.994,0.030,5.719,-3.644,NaN,0.068,20.031,49.672,3.701,0.345,0.000,0.012,0.514,0.001,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:05 PM,0.005531,60.000000,295.984,91.312,12.831,489.966,7.142,1.035,0.029,5.725,-3.644,NaN,0.068,20.027,49.664,3.798,0.350,0.000,0.018,0.514,0.001,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:05 PM,0.005601,61.000000,295.577,91.308,12.831,490.375,7.140,1.027,0.030,5.732,-3.574,NaN,0.068,20.027,49.655,3.894,0.355,0.000,0.018,0.514,0.001,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:05 PM,0.005669,62.000000,295.577,91.361,12.831,490.783,7.139,1.031,0.029,5.732,-3.609,NaN,0.068,20.031,49.646,3.894,0.360,0.000,0.018,0.514,0.001,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:05 PM,0.005746,63.000000,295.848,91.312,12.829,491.192,7.145,1.031,0.030,5.738,-3.782,NaN,0.068,20.031,49.637,65.000,0.366,0.000,0.018,0.514,0.001,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:06 PM,0.005814,64.000000,296.052,91.304,12.829,490.783,7.150,1.027,0.029,5.725,-3.574,NaN,0.068,20.031,49.629,65.000,0.371,0.000,0.018,0.514,0.001,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:06 PM,0.005879,65.000000,295.848,91.153,12.827,490.783,7.152,1.007,0.206,5.738,-1.011,NaN,0.068,20.031,49.620,65.000,0.377,0.000,0.018,0.514,0.643,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:06 PM,0.005957,66.000000,295.577,91.275,12.829,490.375,7.152,1.035,0.930,5.738,-0.144,NaN,0.068,20.031,49.612,65.000,0.383,0.000,0.018,0.514,0.481,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:07 PM,0.006088,67.000000,295.916,91.422,12.831,490.375,7.153,1.293,1.561,5.725,2.073,NaN,0.068,20.031,49.600,65.000,0.393,0.000,0.018,0.514,0.409,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:07 PM,0.006159,68.000000,295.848,91.300,12.831,490.783,7.154,2.438,1.922,5.744,2.835,NaN,0.068,20.031,49.594,65.000,0.399,0.000,0.018,0.514,0.396,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:07 PM,0.006232,69.000000,295.848,91.218,12.829,490.375,7.153,2.663,1.982,5.732,1.726,NaN,0.068,20.031,49.588,65.000,0.405,0.000,0.018,0.514,0.396,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:07 PM,0.006296,70.000000,295.780,91.369,12.829,491.192,7.153,2.732,2.033,5.744,3.077,NaN,0.068,20.031,49.584,65.000,0.410,0.000,0.018,0.514,0.396,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:08 PM,0.006364,71.000000,295.373,91.304,12.825,490.375,7.153,2.843,2.108,5.738,2.870,NaN,0.068,20.031,49.579,65.000,0.415,0.000,0.018,0.514,0.396,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:08 PM,0.006434,72.000000,295.713,91.292,12.829,490.375,7.154,2.892,2.056,5.744,2.973,NaN,0.068,20.031,49.573,65.000,0.421,0.000,0.018,0.514,0.395,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:08 PM,0.006509,73.000000,295.645,91.280,12.829,491.192,7.153,2.961,2.066,5.738,3.978,NaN,0.068,20.031,49.568,65.000,0.427,0.000,0.018,0.514,0.395,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:08 PM,0.006579,74.000000,295.713,91.426,12.831,490.375,7.153,2.957,2.103,5.744,4.255,NaN,0.068,20.036,49.563,65.000,0.433,0.000,0.018,0.514,0.395,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:09 PM,0.006642,75.000000,295.373,91.337,12.831,490.783,7.153,2.961,2.115,5.689,1.345,NaN,0.068,20.036,49.558,65.000,0.439,0.000,0.018,0.514,0.395,0.051,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:09 PM,0.006712,76.000000,296.188,91.292,12.827,491.192,7.153,2.953,2.065,5.689,2.488,NaN,0.068,20.040,49.553,65.000,0.445,0.000,0.018,0.514,0.395,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:09 PM,0.006789,77.000000,295.848,91.353,12.827,489.966,7.153,2.965,2.061,5.725,3.216,NaN,0.068,20.040,49.548,65.000,0.453,0.000,0.018,0.514,0.394,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:09 PM,0.006855,78.000000,295.509,91.341,12.831,490.783,7.152,2.875,2.090,5.738,4.047,NaN,0.068,20.040,49.543,65.000,0.460,0.000,0.018,0.514,0.395,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:10 PM,0.006922,79.000000,295.645,91.353,12.829,489.966,7.153,2.978,2.076,5.725,3.770,NaN,0.068,20.040,49.538,65.000,0.466,0.000,0.018,0.514,0.394,0.052,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:10 PM,0.006992,80.000000,295.645,91.300,12.827,490.783,7.153,2.982,2.117,5.738,2.454,NaN,0.068,20.036,49.533,65.000,0.473,0.000,0.024,0.514,0.394,0.053,DISCHARGE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:10 PM,0.007061,81.000000,295.848,91.333,12.829,490.375,7.153,2.912,2.108,5.738,3.458,NaN,0.068,20.040,49.528,65.000,0.480,0.951,0.024,0.514,0.395,0.052,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:10 PM,0.007129,82.000000,295.848,91.426,12.831,490.783,7.153,2.986,2.123,5.738,3.632,NaN,0.068,20.031,49.528,65.000,0.486,2.989,0.024,0.514,0.394,0.052,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:11 PM,0.007202,83.000000,295.170,91.300,12.916,504.265,7.162,3.685,2.185,6.870,26.808,NaN,0.068,20.023,49.689,65.000,0.491,5.091,0.024,0.514,0.394,0.058,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:11 PM,0.007268,84.000000,294.356,91.345,12.924,506.307,7.161,3.922,2.201,6.710,26.220,NaN,0.068,20.040,49.689,65.000,0.496,7.005,0.024,0.514,0.393,0.079,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:11 PM,0.007345,85.000000,294.491,91.133,12.926,504.265,7.160,4.822,2.144,6.593,24.557,NaN,0.068,20.044,49.689,65.000,0.504,9.181,0.024,0.514,0.393,0.119,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:11 PM,0.007412,86.000000,293.474,91.328,12.903,504.673,7.168,5.967,2.175,6.759,23.898,NaN,0.068,20.044,49.689,65.000,0.512,11.047,0.024,0.514,0.393,0.157,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:12 PM,0.007477,87.000000,295.102,91.125,12.920,504.673,7.181,5.819,2.144,6.729,25.076,NaN,0.068,20.031,49.689,65.000,0.518,12.847,0.024,0.514,0.392,0.170,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:12 PM,0.007547,88.000000,293.609,91.206,12.905,503.856,7.182,6.915,2.132,6.692,24.972,NaN,0.068,20.014,49.689,65.000,0.522,14.757,0.024,0.514,0.392,0.178,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:12 PM,0.007618,89.000000,294.424,91.117,12.918,503.448,7.182,7.316,2.125,6.876,23.032,NaN,0.068,20.036,49.689,65.000,0.527,16.688,0.024,0.514,0.392,0.187,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
6/1/2021,1:43:12 PM,0.007684,90.000000,294.084,91.247,12.914,503.448,7.182,9.021,2.150,6.815,23.240,NaN,0.068,20.031,49.689,65.000,0.532,18.398,0.024,0.514,0.392,0.194,RECIRCULATE,FROM FEED,CLOSED,OFF,OFF,OFF,Full Power
