Date,Time,Feed Volume (L),Flush Volume (L),Reject Conductivity (mS/cm),Permeate Conductivity (uS/cm),Feed Conductivity (mS/cm),Reject Flow (L/min),Feed Flow (L/min),Reject Turbidity (NTU),Feed Pressure (psi),Reject Pressure (psi),Permeate Flow (L/min),Feed Temperature (C),Flux (LMH),TDS (mg/L),Specific Energy (kWh/m^3),Feed Pump Power Draw (kW),Recirculation Pump Power Draw (kW),Runtime (hr),Feed Pump Set Flux (LMH),Feed Pump Power (%),Recirculation Pump Set Flow (L/min),Recirculation Pump Power (%),Feed Pump PID State,Recirculation Pump PID State,Drain Valve Position,Exp_type,Exp_state,JHP_PID,QCP_PID,TMP_Critical,Conductivity_Critical,PWR1_HP,A_PWR_HP,W_PWR_HP,PWR1_CP,A_PWR_CP,W_PWR_CP,J0_HP,J1_HP,A_JHP,W_JHP,Q0_CP,Q1_CP,A_QCP,W_QCP,Max Cycle No.,Set Initialization Time (s),Set CC Reject Flowrate (L/min),Set PF Feed Flowrate (L/min),Set CC Flux (LMH),Set PF Flux [%CC] (%),Set High Rej. Turb. (NTU),Set High Rej. Cond. (mS/cm),Set Low Rej. Cond. (mS/cm),Set FP Switch Power (%),Set CC BPV Open (%),Set Rej. Cond. High Limit (mS/cm),Set Rej. Cond. Low Limit (mS/cm),Cond. Critical Override,STATE
8/12/2021,11:10:42 PM,614.020468,91.788764,14.922565,540.718932,11.693408,25.713974,2.126930,33.417704,255.703492,0.000000,2.184568,20.928887,18.204733,270.359466,7.761575,0.849925,0.167417,3.947155,2.067000,65.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P1
8/12/2021,11:10:42 PM,613.337819,91.853945,14.922565,541.699285,11.672545,21.958131,2.126930,33.393089,258.892187,0.000000,2.184568,20.894368,18.204733,270.849643,7.607155,0.855982,0.141118,3.947404,2.067000,65.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P1
8/12/2021,11:10:42 PM,613.575274,91.462862,14.922565,542.774464,11.676718,17.300545,2.109412,33.436166,264.553016,0.000000,2.129404,20.898683,17.745031,271.387232,7.761112,0.858486,0.133106,3.947498,2.067000,65.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P1
8/12/2021,11:10:43 PM,613.923264,91.931346,14.922565,542.948583,11.672545,15.331173,2.110880,33.405396,265.412888,0.000000,2.146035,20.894368,17.883622,271.474292,7.587556,0.852671,0.124319,3.947576,2.067000,65.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P1
8/12/2021,11:10:43 PM,613.917432,91.805059,14.922565,543.030117,11.680890,13.030028,2.113558,33.405396,265.412888,0.000000,2.147164,20.881424,17.893035,271.515059,5.868639,0.654223,0.101833,3.947708,2.067000,65.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P1
8/12/2021,11:10:44 PM,613.923264,91.959863,14.922565,542.948583,11.651682,11.140870,2.110880,33.196166,265.412888,0.000000,2.146035,20.907313,17.883622,271.474292,4.822309,0.543328,0.077602,3.947851,2.067000,65.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:44 PM,613.832725,91.715436,14.934283,543.540529,11.472258,10.289557,2.083176,32.537706,265.412888,0.000000,2.127701,20.902998,17.730838,271.770264,4.405934,0.498179,0.064292,3.947982,2.067000,64.533046,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:44 PM,614.171828,91.878387,14.939781,544.225955,11.401323,9.611791,2.105497,32.531552,265.412888,0.000000,2.122010,20.902998,17.683418,272.112977,4.204981,0.476129,0.059252,3.948056,2.067000,64.124667,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:44 PM,614.177828,91.727658,14.945954,542.727873,11.384632,6.105406,2.140246,32.537706,257.148898,0.000000,0.515508,20.907313,4.295896,271.363936,16.832358,0.464741,0.055892,3.948121,2.067000,63.878342,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:45 PM,616.665193,91.817281,14.791521,529.643845,11.376287,0.690615,2.032300,32.525398,42.204262,0.000000,0.000000,20.902998,0.000000,264.821922,Inf,0.456745,0.053372,3.948192,2.067000,63.876265,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:45 PM,616.794669,91.731732,14.726916,529.173454,11.338733,0.690615,2.005418,32.537706,36.758401,0.000000,0.000000,20.902998,0.000000,264.586727,Inf,0.455856,0.051110,3.948260,2.067000,63.933912,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:45 PM,615.924166,91.886535,14.726916,529.173454,11.292834,2.669223,2.027865,32.531552,36.758401,0.000000,0.000000,20.898683,0.000000,264.586727,Inf,0.452626,0.049301,3.948331,2.067000,63.995922,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:46 PM,616.874654,91.821355,14.726916,529.361610,11.246934,3.161141,2.036033,32.488475,35.791045,0.000000,0.000000,20.898683,0.000000,264.680805,Inf,0.450122,0.047750,3.948405,2.067000,64.106851,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:46 PM,616.928395,91.821355,14.726916,529.543047,11.205208,4.582343,2.013235,32.537706,34.823688,0.000000,0.000000,20.898683,0.000000,264.771523,Inf,0.446891,0.045618,3.948539,2.067000,64.168401,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:46 PM,616.558192,91.780617,14.663737,529.187478,11.130100,4.598369,2.009357,32.543859,32.924802,0.000000,0.000000,20.898683,0.000000,264.593739,Inf,0.444872,0.044907,3.948614,2.067000,64.280249,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:47 PM,617.312572,91.752100,14.663737,529.472413,11.117582,3.302266,2.002089,32.476167,32.853146,0.000000,0.000000,20.894368,0.000000,264.736207,Inf,0.444306,0.043744,3.948750,2.067000,64.398757,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:47 PM,617.276306,91.528043,14.663737,529.611345,11.063338,3.119365,2.034396,32.482321,28.947891,0.000000,0.000000,20.890053,0.000000,264.805672,Inf,0.441560,0.042452,3.948892,2.067000,64.513131,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:48 PM,618.264393,91.633961,14.663737,529.915626,10.984057,3.119365,2.060764,32.476167,28.947891,0.000000,0.000000,20.885739,0.000000,264.957813,Inf,0.442530,0.042000,3.949031,2.067000,64.626127,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:48 PM,618.264393,91.715436,14.663737,529.926079,10.917295,3.119365,2.081987,32.482321,28.625439,0.000000,0.000000,20.890053,0.000000,264.963039,Inf,0.441722,0.041741,3.949167,2.067000,64.679410,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:48 PM,618.404367,91.572854,14.663737,529.926079,10.842187,3.052779,2.081987,32.482321,28.625439,0.000000,0.000000,20.885739,0.000000,264.963039,Inf,0.441237,0.041483,3.949231,2.067000,64.741879,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:49 PM,617.901395,91.511748,14.663737,529.926079,10.829669,2.917352,2.081987,32.482321,27.474642,0.000000,0.000000,20.885739,0.000000,264.963039,Inf,0.440591,0.041353,3.949307,2.067000,64.857861,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:49 PM,618.093862,91.743953,14.661699,529.926079,10.817151,2.898265,2.083651,32.470013,27.384426,0.000000,0.000000,20.881424,0.000000,264.963039,Inf,0.441641,0.040836,3.949447,2.067000,64.971775,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:50 PM,618.325632,91.788764,14.661699,529.926079,10.808806,2.898183,2.072380,32.482321,27.171093,0.000000,0.000000,20.885739,0.000000,264.963039,Inf,0.441076,0.040966,3.949584,2.067000,65.088905,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:50 PM,618.448751,91.711363,14.661699,529.926079,10.900604,2.898183,2.075932,32.482321,27.369441,0.000000,0.000000,20.877109,0.000000,264.963039,Inf,0.441480,0.040707,3.949726,2.067000,65.197078,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:51 PM,618.524176,91.581002,14.661699,529.926079,11.113409,2.898183,2.078275,32.488475,27.064701,0.000000,0.000000,20.877109,0.000000,264.963039,Inf,0.440510,0.040320,3.949857,2.067000,65.256792,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:51 PM,618.819234,91.536190,14.664954,529.504818,11.292834,2.900109,2.077474,32.488475,26.953563,0.000000,0.000000,20.877109,0.000000,264.752409,Inf,0.441560,0.040384,3.949930,2.067000,65.371625,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:52 PM,619.404428,91.536190,14.663946,529.730632,11.392977,2.899494,2.092720,32.470013,27.171261,0.000000,0.000000,20.881424,0.000000,264.865316,Inf,0.442206,0.040126,3.950068,2.067000,65.483932,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:52 PM,619.377005,91.617666,14.664469,529.795817,11.618301,2.898783,2.100617,32.537706,27.047168,0.000000,0.000000,20.872794,0.000000,264.897909,Inf,0.441560,0.040513,3.950204,2.067000,65.541578,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
8/12/2021,11:10:52 PM,619.485854,91.748027,14.666011,529.926079,11.822761,2.885808,2.087687,32.531552,27.756447,0.000000,0.000000,20.872794,0.000000,264.963039,Inf,0.441560,0.040578,3.950274,2.067000,65.598765,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,51.260000,0.000000,0.000000,0.000000,0.000000,30.000000,51.260000,2.700000,13.780000,2.067000,200.000000,15.000000,3.500000,65.000000,20.000000,26.000000,5.000000,LOW LIMIT,Discharge P2
